代號,名稱,收盤,漲跌,開盤,最高,最低,均價,成交股數,成交金額(元),成交筆數,最後買價,最後買量(千股),最後賣價,最後賣量(千股),發行股數,次日參考價,次日漲停價,次日跌停價
3293,鈊象,1110.00,-55.00 ,1150.00,1150.00,1075.00,1104.78,"3,393,730","3,749,333,510","8,912",1105.00,5,1110.00,2,"140,900,780",1110.00,1220.00,999.00
